"Chr"	"start_max"	"end_max"	"Id"	"score"	"strand"	"condition"	"Cluster_Shape"
"471...899"	6	163893	164023	"CNAG_02495b"	0	"-"	"STAT 30"	"Broad"
"368...900"	6	163893	164023	"CNAG_02495bc"	0	"-"	"EXPO 37"	"Broad"
"386...901"	6	163893	164023	"CNAG_02495bcd"	0	"-"	"STAT 37"	"Broad"
"92...902"	6	149655	149785	"CNAG_02500"	0	"+"	"EXPO 37"	"NA"
"485...903"	6	149400	149530	"CNAG_02501"	0	"-"	"EXPO 30"	"Broad"
"369...904"	6	147805	147935	"CNAG_02502"	0	"-"	"EXPO 37"	"Broad"
"486...905"	6	145102	145232	"CNAG_02503"	0	"-"	"EXPO 30"	"Broad"
"472...906"	6	145102	145232	"CNAG_02503b"	0	"-"	"STAT 30"	"Broad"
"387...907"	6	145102	145232	"CNAG_02503bc"	0	"-"	"STAT 37"	"Broad"
"128...908"	6	125905	126035	"CNAG_02511"	0	"+"	"EXPO 30"	"Broad"
"120...909"	6	125905	126035	"CNAG_02511b"	0	"+"	"STAT 30"	"Broad"
"129...910"	6	106370	106500	"CNAG_02519"	0	"+"	"EXPO 30"	"Broad"
"121...911"	6	106370	106500	"CNAG_02519b"	0	"+"	"STAT 30"	"Broad"
"473...912"	6	85963	86093	"CNAG_02526"	0	"-"	"STAT 30"	"Broad"
"474...913"	6	81442	81572	"CNAG_02527"	0	"-"	"STAT 30"	"Broad"
"122...914"	6	71235	71365	"CNAG_02530"	0	"+"	"STAT 30"	"Broad"
"130...915"	6	37044	37174	"CNAG_02545"	0	"+"	"EXPO 30"	"Broad"
"123...916"	6	37044	37174	"CNAG_02545b"	0	"+"	"STAT 30"	"Sharp"
"93...917"	6	37044	37174	"CNAG_02545bc"	0	"+"	"EXPO 37"	"Sharp"
"99...918"	6	37044	37174	"CNAG_02545bcd"	0	"+"	"STAT 37"	"Sharp"
"124...919"	6	24569	24699	"CNAG_02548"	0	"+"	"STAT 30"	"Broad"
"131...920"	6	21129	21259	"CNAG_02550"	0	"+"	"EXPO 30"	"Broad"
"125...921"	6	21129	21259	"CNAG_02550b"	0	"+"	"STAT 30"	"Broad"
"94...922"	6	21129	21259	"CNAG_02550bc"	0	"+"	"EXPO 37"	"Broad"
"100...923"	6	21129	21259	"CNAG_02550bcd"	0	"+"	"STAT 37"	"Broad"
"132...924"	3	1368233	1368363	"CNAG_02561"	0	"+"	"EXPO 30"	"Sharp"
"126...925"	3	1368233	1368363	"CNAG_02561b"	0	"+"	"STAT 30"	"Sharp"
"487...926"	3	1357196	1357326	"CNAG_02565"	0	"-"	"EXPO 30"	"Sharp"
"475...927"	3	1357196	1357326	"CNAG_02565b"	0	"-"	"STAT 30"	"NA"
"370...928"	3	1357196	1357326	"CNAG_02565bc"	0	"-"	"EXPO 37"	"Sharp"
"388...929"	3	1357196	1357326	"CNAG_02565bcd"	0	"-"	"STAT 37"	"NA"
"133...930"	3	1351008	1351138	"CNAG_02566"	0	"+"	"EXPO 30"	"NA"
"389...931"	3	1343359	1343489	"CNAG_02569"	0	"-"	"STAT 37"	"NA"
"101...932"	3	1327440	1327570	"CNAG_02575"	0	"+"	"STAT 37"	"NA"
"476...933"	3	1324365	1324495	"CNAG_02577"	0	"-"	"STAT 30"	"Broad"
"477...934"	3	1304822	1304952	"CNAG_02584"	0	"-"	"STAT 30"	"NA"
"488...935"	3	1111162	1111292	"CNAG_02655"	0	"-"	"EXPO 30"	"NA"
"478...936"	3	1111162	1111292	"CNAG_02655b"	0	"-"	"STAT 30"	"NA"
"371...937"	3	1111162	1111292	"CNAG_02655bc"	0	"-"	"EXPO 37"	"NA"
"390...938"	3	1111162	1111292	"CNAG_02655bcd"	0	"-"	"STAT 37"	"NA"
"134...939"	3	1083524	1083654	"CNAG_02663"	0	"+"	"EXPO 30"	"Broad"
"127...940"	3	1083524	1083654	"CNAG_02663b"	0	"+"	"STAT 30"	"Broad"
"135...941"	3	1060093	1060223	"CNAG_02673"	0	"+"	"EXPO 30"	"Broad"
"128...942"	3	1060107	1060237	"CNAG_02673b"	0	"+"	"STAT 30"	"Broad"
"95...943"	3	1060107	1060237	"CNAG_02673bc"	0	"+"	"EXPO 37"	"Broad"
"102...944"	3	1060107	1060237	"CNAG_02673bcd"	0	"+"	"STAT 37"	"Broad"
"391...945"	3	1048133	1048263	"CNAG_02678"	0	"-"	"STAT 37"	"Sharp"
"489...946"	3	1018818	1018948	"CNAG_02686"	0	"-"	"EXPO 30"	"Broad"
"479...947"	3	1018818	1018948	"CNAG_02686b"	0	"-"	"STAT 30"	"Broad"
"490...948"	3	1005358	1005488	"CNAG_02692"	0	"-"	"EXPO 30"	"Broad"
"480...949"	3	1005358	1005488	"CNAG_02692b"	0	"-"	"STAT 30"	"Broad"
"372...950"	3	1005358	1005488	"CNAG_02692bc"	0	"-"	"EXPO 37"	"Broad"
"392...951"	3	1005358	1005488	"CNAG_02692bcd"	0	"-"	"STAT 37"	"Broad"
"136...952"	3	977555	977685	"CNAG_02699"	0	"+"	"EXPO 30"	"Sharp"
"129...953"	3	977555	977685	"CNAG_02699b"	0	"+"	"STAT 30"	"Sharp"
"491...954"	3	970353	970483	"CNAG_02701"	0	"-"	"EXPO 30"	"Sharp"
"137...955"	3	964382	964512	"CNAG_02702"	0	"+"	"EXPO 30"	"Sharp"
"130...956"	3	964382	964512	"CNAG_02702b"	0	"+"	"STAT 30"	"Broad"
"103...957"	3	964382	964512	"CNAG_02702bc"	0	"+"	"STAT 37"	"Broad"
"138...958"	3	959299	959429	"CNAG_02704"	0	"+"	"EXPO 30"	"Broad"
"131...959"	3	959299	959429	"CNAG_02704b"	0	"+"	"STAT 30"	"Broad"
"492...960"	3	946721	946851	"CNAG_02710"	0	"-"	"EXPO 30"	"Sharp"
"481...961"	3	946721	946851	"CNAG_02710b"	0	"-"	"STAT 30"	"Broad"
"373...962"	3	946721	946851	"CNAG_02710bc"	0	"-"	"EXPO 37"	"Sharp"
"393...963"	3	946721	946851	"CNAG_02710bcd"	0	"-"	"STAT 37"	"Sharp"
"493...964"	3	935049	935179	"CNAG_02714"	0	"-"	"EXPO 30"	"NA"
"139...965"	3	913573	913703	"CNAG_02720"	0	"+"	"EXPO 30"	"Broad"
"132...966"	3	913573	913703	"CNAG_02720b"	0	"+"	"STAT 30"	"Broad"
"96...967"	3	913573	913703	"CNAG_02720bc"	0	"+"	"EXPO 37"	"Broad"
"104...968"	3	913573	913703	"CNAG_02720bcd"	0	"+"	"STAT 37"	"Broad"
"105...969"	3	906843	906973	"CNAG_02722"	0	"+"	"STAT 37"	"Broad"
"374...970"	3	897240	897370	"CNAG_02726"	0	"-"	"EXPO 37"	"Sharp"
"140...971"	3	851998	852128	"CNAG_02748"	0	"+"	"EXPO 30"	"Broad"
"133...972"	3	851998	852128	"CNAG_02748b"	0	"+"	"STAT 30"	"Broad"
"97...973"	3	851998	852128	"CNAG_02748bc"	0	"+"	"EXPO 37"	"Broad"
"494...974"	3	845511	845641	"CNAG_02751"	0	"-"	"EXPO 30"	"Sharp"
"482...975"	3	845514	845644	"CNAG_02751b"	0	"-"	"STAT 30"	"NA"
"483...976"	3	840355	840485	"CNAG_02754"	0	"-"	"STAT 30"	"Broad"
"394...977"	3	840355	840485	"CNAG_02754b"	0	"-"	"STAT 37"	"Broad"
"141...978"	3	826613	826743	"CNAG_02761"	0	"+"	"EXPO 30"	"NA"
"134...979"	3	826615	826745	"CNAG_02761b"	0	"+"	"STAT 30"	"NA"
"98...980"	3	826613	826743	"CNAG_02761bc"	0	"+"	"EXPO 37"	"Broad"
"106...981"	3	826615	826745	"CNAG_02761bcd"	0	"+"	"STAT 37"	"NA"
"395...982"	3	826524	826654	"CNAG_02762"	0	"-"	"STAT 37"	"Broad"
"142...983"	3	811209	811339	"CNAG_02769"	0	"+"	"EXPO 30"	"NA"
"135...984"	3	811209	811339	"CNAG_02769b"	0	"+"	"STAT 30"	"NA"
"99...985"	3	811209	811339	"CNAG_02769bc"	0	"+"	"EXPO 37"	"NA"
"107...986"	3	811223	811353	"CNAG_02769bcd"	0	"+"	"STAT 37"	"NA"
"375...987"	3	793987	794117	"CNAG_02775"	0	"-"	"EXPO 37"	"Sharp"
"396...988"	3	793987	794117	"CNAG_02775b"	0	"-"	"STAT 37"	"Broad"
"143...989"	3	758418	758548	"CNAG_02791"	0	"+"	"EXPO 30"	"Broad"
"136...990"	3	758418	758548	"CNAG_02791b"	0	"+"	"STAT 30"	"Broad"
"100...991"	3	758418	758548	"CNAG_02791bc"	0	"+"	"EXPO 37"	"Broad"
"495...992"	3	714128	714258	"CNAG_02813"	0	"-"	"EXPO 30"	"Broad"
"484...993"	3	714128	714258	"CNAG_02813b"	0	"-"	"STAT 30"	"Broad"
"376...994"	3	714128	714258	"CNAG_02813bc"	0	"-"	"EXPO 37"	"Broad"
"397...995"	3	714128	714258	"CNAG_02813bcd"	0	"-"	"STAT 37"	"Broad"
"496...996"	3	709417	709547	"CNAG_02815"	0	"-"	"EXPO 30"	"Broad"
"377...997"	3	709417	709547	"CNAG_02815b"	0	"-"	"EXPO 37"	"Broad"
"497...998"	3	661650	661780	"CNAG_02833"	0	"-"	"EXPO 30"	"Broad"
"485...999"	3	661650	661780	"CNAG_02833b"	0	"-"	"STAT 30"	"Broad"
"378...1000"	3	661650	661780	"CNAG_02833bc"	0	"-"	"EXPO 37"	"Broad"
"398...1001"	3	661650	661780	"CNAG_02833bcd"	0	"-"	"STAT 37"	"Broad"
"486...1002"	3	645865	645995	"CNAG_02838"	0	"-"	"STAT 30"	"Broad"
"399...1003"	3	645865	645995	"CNAG_02838b"	0	"-"	"STAT 37"	"Broad"
"144...1004"	3	634267	634397	"CNAG_02843"	0	"+"	"EXPO 30"	"Broad"
"137...1005"	3	634267	634397	"CNAG_02843b"	0	"+"	"STAT 30"	"Broad"
"101...1006"	3	634267	634397	"CNAG_02843bc"	0	"+"	"EXPO 37"	"Broad"
"498...1007"	3	631920	632050	"CNAG_02845"	0	"-"	"EXPO 30"	"NA"
"487...1008"	3	631920	632050	"CNAG_02845b"	0	"-"	"STAT 30"	"NA"
"379...1009"	3	619150	619280	"CNAG_02850"	0	"-"	"EXPO 37"	"Sharp"
"499...1010"	3	609074	609204	"CNAG_02854"	0	"-"	"EXPO 30"	"Sharp"
"488...1011"	3	609074	609204	"CNAG_02854b"	0	"-"	"STAT 30"	"Sharp"
"400...1012"	3	609074	609204	"CNAG_02854bc"	0	"-"	"STAT 37"	"Sharp"
"500...1013"	3	590104	590234	"CNAG_02860"	0	"-"	"EXPO 30"	"NA"
"145...1014"	3	580237	580367	"CNAG_02864"	0	"+"	"EXPO 30"	"Sharp"
"138...1015"	3	580237	580367	"CNAG_02864b"	0	"+"	"STAT 30"	"Broad"
"102...1016"	3	580237	580367	"CNAG_02864bc"	0	"+"	"EXPO 37"	"Sharp"
"139...1017"	3	553853	553983	"CNAG_02876"	0	"+"	"STAT 30"	"Sharp"
"501...1018"	3	551330	551460	"CNAG_02877"	0	"-"	"EXPO 30"	"Broad"
"489...1019"	3	551330	551460	"CNAG_02877b"	0	"-"	"STAT 30"	"NA"
"401...1020"	3	551330	551460	"CNAG_02877bc"	0	"-"	"STAT 37"	"NA"
"146...1021"	3	542609	542739	"CNAG_02880"	0	"+"	"EXPO 30"	"Broad"
"140...1022"	3	542609	542739	"CNAG_02880b"	0	"+"	"STAT 30"	"Broad"
"103...1023"	3	542609	542739	"CNAG_02880bc"	0	"+"	"EXPO 37"	"Broad"
"104...1024"	3	500328	500458	"CNAG_02899"	0	"+"	"EXPO 37"	"Sharp"
"108...1025"	3	500328	500458	"CNAG_02899b"	0	"+"	"STAT 37"	"Sharp"
"147...1026"	3	493606	493736	"CNAG_02901"	0	"+"	"EXPO 30"	"NA"
"141...1027"	3	493603	493733	"CNAG_02901b"	0	"+"	"STAT 30"	"Broad"
"105...1028"	3	493603	493733	"CNAG_02901bc"	0	"+"	"EXPO 37"	"Sharp"
"109...1029"	3	493603	493733	"CNAG_02901bcd"	0	"+"	"STAT 37"	"Broad"
"142...1030"	3	489270	489400	"CNAG_02903"	0	"+"	"STAT 30"	"NA"
"502...1031"	3	485196	485326	"CNAG_02907"	0	"-"	"EXPO 30"	"NA"
"490...1032"	3	485196	485326	"CNAG_02907b"	0	"-"	"STAT 30"	"NA"
"380...1033"	3	485196	485326	"CNAG_02907bc"	0	"-"	"EXPO 37"	"Sharp"
"402...1034"	3	485196	485326	"CNAG_02907bcd"	0	"-"	"STAT 37"	"Broad"
"143...1035"	3	447190	447320	"CNAG_02920"	0	"+"	"STAT 30"	"Broad"
"110...1036"	3	447190	447320	"CNAG_02920b"	0	"+"	"STAT 37"	"Sharp"
"503...1037"	3	442349	442479	"CNAG_02923"	0	"-"	"EXPO 30"	"Broad"
"491...1038"	3	442364	442494	"CNAG_02923b"	0	"-"	"STAT 30"	"Broad"
"381...1039"	3	442349	442479	"CNAG_02923bc"	0	"-"	"EXPO 37"	"Broad"
"403...1040"	3	442349	442479	"CNAG_02923bcd"	0	"-"	"STAT 37"	"Broad"
"504...1041"	3	439670	439800	"CNAG_02924"	0	"-"	"EXPO 30"	"Sharp"
"492...1042"	3	439670	439800	"CNAG_02924b"	0	"-"	"STAT 30"	"Sharp"
"382...1043"	3	439670	439800	"CNAG_02924bc"	0	"-"	"EXPO 37"	"NA"
"404...1044"	3	439670	439800	"CNAG_02924bcd"	0	"-"	"STAT 37"	"NA"
"505...1045"	3	436986	437116	"CNAG_02925"	0	"-"	"EXPO 30"	"Broad"
"493...1046"	3	436986	437116	"CNAG_02925b"	0	"-"	"STAT 30"	"Broad"
"383...1047"	3	436986	437116	"CNAG_02925bc"	0	"-"	"EXPO 37"	"Broad"
"405...1048"	3	436978	437108	"CNAG_02925bcd"	0	"-"	"STAT 37"	"Broad"
"494...1049"	3	431084	431214	"CNAG_02928"	0	"-"	"STAT 30"	"Sharp"
"384...1050"	3	431084	431214	"CNAG_02928b"	0	"-"	"EXPO 37"	"Sharp"
"406...1051"	3	431084	431214	"CNAG_02928bc"	0	"-"	"STAT 37"	"Sharp"
"148...1052"	3	399966	400096	"CNAG_02936"	0	"+"	"EXPO 30"	"Broad"
"506...1053"	3	396890	397020	"CNAG_02938"	0	"-"	"EXPO 30"	"Broad"
"495...1054"	3	396890	397020	"CNAG_02938b"	0	"-"	"STAT 30"	"Broad"
"385...1055"	3	396890	397020	"CNAG_02938bc"	0	"-"	"EXPO 37"	"Broad"
"407...1056"	3	396890	397020	"CNAG_02938bcd"	0	"-"	"STAT 37"	"Broad"
"507...1057"	3	387778	387908	"CNAG_02941"	0	"-"	"EXPO 30"	"Broad"
"408...1058"	3	387778	387908	"CNAG_02941b"	0	"-"	"STAT 37"	"Broad"
"508...1059"	3	360461	360591	"CNAG_02952"	0	"-"	"EXPO 30"	"Broad"
"149...1060"	3	354566	354696	"CNAG_02953"	0	"+"	"EXPO 30"	"Sharp"
"111...1061"	3	354566	354696	"CNAG_02953b"	0	"+"	"STAT 37"	"Sharp"
"150...1062"	3	351652	351782	"CNAG_02956"	0	"+"	"EXPO 30"	"NA"
"144...1063"	3	351652	351782	"CNAG_02956b"	0	"+"	"STAT 30"	"NA"
"106...1064"	3	351654	351784	"CNAG_02956bc"	0	"+"	"EXPO 37"	"Broad"
"112...1065"	3	351654	351784	"CNAG_02956bcd"	0	"+"	"STAT 37"	"NA"
"151...1066"	3	333294	333424	"CNAG_02961"	0	"+"	"EXPO 30"	"NA"
"145...1067"	3	333294	333424	"CNAG_02961b"	0	"+"	"STAT 30"	"NA"
"113...1068"	3	333294	333424	"CNAG_02961bc"	0	"+"	"STAT 37"	"NA"
"509...1069"	3	320803	320933	"CNAG_02967"	0	"-"	"EXPO 30"	"Broad"
"496...1070"	3	320800	320930	"CNAG_02967b"	0	"-"	"STAT 30"	"Broad"
"386...1071"	3	320800	320930	"CNAG_02967bc"	0	"-"	"EXPO 37"	"Broad"
"152...1072"	3	303392	303522	"CNAG_02974"	0	"+"	"EXPO 30"	"Broad"
"146...1073"	3	303392	303522	"CNAG_02974b"	0	"+"	"STAT 30"	"Broad"
"107...1074"	3	303392	303522	"CNAG_02974bc"	0	"+"	"EXPO 37"	"Sharp"
"114...1075"	3	303392	303522	"CNAG_02974bcd"	0	"+"	"STAT 37"	"Broad"
"510...1076"	3	275975	276105	"CNAG_02985"	0	"-"	"EXPO 30"	"Broad"
"511...1077"	3	273998	274128	"CNAG_02986"	0	"-"	"EXPO 30"	"NA"
"387...1078"	3	273998	274128	"CNAG_02986b"	0	"-"	"EXPO 37"	"Broad"
"409...1079"	3	273998	274128	"CNAG_02986bc"	0	"-"	"STAT 37"	"Broad"
"115...1080"	3	265041	265171	"CNAG_02990"	0	"+"	"STAT 37"	"NA"
"147...1081"	3	262546	262676	"CNAG_02991"	0	"+"	"STAT 30"	"NA"
"108...1082"	3	262546	262676	"CNAG_02991b"	0	"+"	"EXPO 37"	"NA"
"116...1083"	3	262546	262676	"CNAG_02991bc"	0	"+"	"STAT 37"	"NA"
"512...1084"	3	256957	257087	"CNAG_02994"	0	"-"	"EXPO 30"	"Broad"
"497...1085"	3	256957	257087	"CNAG_02994b"	0	"-"	"STAT 30"	"NA"
"410...1086"	3	256957	257087	"CNAG_02994bc"	0	"-"	"STAT 37"	"Broad"
"153...1087"	3	252304	252434	"CNAG_02995"	0	"+"	"EXPO 30"	"Broad"
"148...1088"	3	252304	252434	"CNAG_02995b"	0	"+"	"STAT 30"	"NA"
"109...1089"	3	252304	252434	"CNAG_02995bc"	0	"+"	"EXPO 37"	"Broad"
"117...1090"	3	252304	252434	"CNAG_02995bcd"	0	"+"	"STAT 37"	"NA"
"154...1091"	3	237654	237784	"CNAG_03000"	0	"+"	"EXPO 30"	"Broad"
"149...1092"	3	237654	237784	"CNAG_03000b"	0	"+"	"STAT 30"	"Broad"
"110...1093"	3	237654	237784	"CNAG_03000bc"	0	"+"	"EXPO 37"	"Broad"
"118...1094"	3	237654	237784	"CNAG_03000bcd"	0	"+"	"STAT 37"	"Broad"
"155...1095"	3	234047	234177	"CNAG_03002"	0	"+"	"EXPO 30"	"Broad"
"150...1096"	3	234041	234171	"CNAG_03002b"	0	"+"	"STAT 30"	"NA"
"111...1097"	3	234047	234177	"CNAG_03002bc"	0	"+"	"EXPO 37"	"Sharp"
"119...1098"	3	234047	234177	"CNAG_03002bcd"	0	"+"	"STAT 37"	"Broad"
"513...1099"	3	231236	231366	"CNAG_03004"	0	"-"	"EXPO 30"	"Broad"
"498...1100"	3	231236	231366	"CNAG_03004b"	0	"-"	"STAT 30"	"NA"
"388...1101"	3	231236	231366	"CNAG_03004bc"	0	"-"	"EXPO 37"	"Sharp"
"411...1102"	3	231236	231366	"CNAG_03004bcd"	0	"-"	"STAT 37"	"Broad"
"514...1103"	3	225750	225880	"CNAG_03007"	0	"-"	"EXPO 30"	"Sharp"
"499...1104"	3	225750	225880	"CNAG_03007b"	0	"-"	"STAT 30"	"Sharp"
"389...1105"	3	225750	225880	"CNAG_03007bc"	0	"-"	"EXPO 37"	"Sharp"
"412...1106"	3	225750	225880	"CNAG_03007bcd"	0	"-"	"STAT 37"	"Sharp"
"515...1107"	3	204230	204360	"CNAG_03015"	0	"-"	"EXPO 30"	"Broad"
"390...1108"	3	204230	204360	"CNAG_03015b"	0	"-"	"EXPO 37"	"Broad"
"156...1109"	3	158172	158302	"CNAG_03031"	0	"+"	"EXPO 30"	"NA"
"151...1110"	3	158172	158302	"CNAG_03031b"	0	"+"	"STAT 30"	"Sharp"
"112...1111"	3	158172	158302	"CNAG_03031bc"	0	"+"	"EXPO 37"	"Sharp"
"157...1112"	3	139298	139428	"CNAG_03039"	0	"+"	"EXPO 30"	"NA"
"391...1113"	3	139044	139174	"CNAG_03040"	0	"-"	"EXPO 37"	"Broad"
"413...1114"	3	139044	139174	"CNAG_03040b"	0	"-"	"STAT 37"	"Broad"
"516...1115"	3	121478	121608	"CNAG_03049"	0	"-"	"EXPO 30"	"NA"
"392...1116"	3	121478	121608	"CNAG_03049b"	0	"-"	"EXPO 37"	"NA"
"120...1117"	3	110697	110827	"CNAG_03052"	0	"+"	"STAT 37"	"Broad"
"500...1118"	3	109023	109153	"CNAG_03053"	0	"-"	"STAT 30"	"Broad"
"414...1119"	3	109023	109153	"CNAG_03053b"	0	"-"	"STAT 37"	"Broad"
"501...1120"	3	106005	106135	"CNAG_03055"	0	"-"	"STAT 30"	"Broad"
"152...1121"	3	98702	98832	"CNAG_03058"	0	"+"	"STAT 30"	"Broad"
"113...1122"	3	98700	98830	"CNAG_03058b"	0	"+"	"EXPO 37"	"Sharp"
"121...1123"	3	98702	98832	"CNAG_03058bc"	0	"+"	"STAT 37"	"Broad"
"517...1124"	3	74405	74535	"CNAG_03065"	0	"-"	"EXPO 30"	"Broad"
"502...1125"	3	74400	74530	"CNAG_03065b"	0	"-"	"STAT 30"	"Sharp"
"393...1126"	3	74400	74530	"CNAG_03065bc"	0	"-"	"EXPO 37"	"Broad"
"518...1127"	3	60263	60393	"CNAG_03072"	0	"-"	"EXPO 30"	"Sharp"
"503...1128"	3	60263	60393	"CNAG_03072b"	0	"-"	"STAT 30"	"NA"
"394...1129"	3	60263	60393	"CNAG_03072bc"	0	"-"	"EXPO 37"	"NA"
"415...1130"	3	60263	60393	"CNAG_03072bcd"	0	"-"	"STAT 37"	"NA"
"504...1131"	8	14344	14474	"CNAG_03084"	0	"-"	"STAT 30"	"Sharp"
"416...1132"	8	14344	14474	"CNAG_03084b"	0	"-"	"STAT 37"	"Broad"
"519...1133"	8	83346	83476	"CNAG_03113"	0	"-"	"EXPO 30"	"Broad"
"505...1134"	8	83346	83476	"CNAG_03113b"	0	"-"	"STAT 30"	"Broad"
"417...1135"	8	83346	83476	"CNAG_03113bc"	0	"-"	"STAT 37"	"Sharp"
"153...1136"	8	83572	83702	"CNAG_03114"	0	"+"	"STAT 30"	"Sharp"
"114...1137"	8	83572	83702	"CNAG_03114b"	0	"+"	"EXPO 37"	"Sharp"
"122...1138"	8	102567	102697	"CNAG_03118"	0	"+"	"STAT 37"	"NA"
"158...1139"	8	131668	131798	"CNAG_03127"	0	"+"	"EXPO 30"	"Sharp"
"154...1140"	8	131668	131798	"CNAG_03127b"	0	"+"	"STAT 30"	"Sharp"
"115...1141"	8	131668	131798	"CNAG_03127bc"	0	"+"	"EXPO 37"	"Sharp"
"123...1142"	8	131668	131798	"CNAG_03127bcd"	0	"+"	"STAT 37"	"Sharp"
"159...1143"	8	133821	133951	"CNAG_03128"	0	"+"	"EXPO 30"	"NA"
"520...1144"	8	171296	171426	"CNAG_03140"	0	"-"	"EXPO 30"	"Sharp"
"418...1145"	8	171296	171426	"CNAG_03140b"	0	"-"	"STAT 37"	"NA"
"521...1146"	8	173594	173724	"CNAG_03142"	0	"-"	"EXPO 30"	"Sharp"
"506...1147"	8	173591	173721	"CNAG_03142b"	0	"-"	"STAT 30"	"Sharp"
"395...1148"	8	173591	173721	"CNAG_03142bc"	0	"-"	"EXPO 37"	"Sharp"
"419...1149"	8	173591	173721	"CNAG_03142bcd"	0	"-"	"STAT 37"	"Sharp"
"160...1150"	8	174125	174255	"CNAG_03143"	0	"+"	"EXPO 30"	"Sharp"
"155...1151"	8	174128	174258	"CNAG_03143b"	0	"+"	"STAT 30"	"Sharp"
"116...1152"	8	174128	174258	"CNAG_03143bc"	0	"+"	"EXPO 37"	"Sharp"
"124...1153"	8	174128	174258	"CNAG_03143bcd"	0	"+"	"STAT 37"	"Sharp"
"156...1154"	8	179917	180047	"CNAG_03146"	0	"+"	"STAT 30"	"NA"
"125...1155"	8	275615	275745	"CNAG_03182"	0	"+"	"STAT 37"	"Broad"
"522...1156"	8	280454	280584	"CNAG_03183"	0	"-"	"EXPO 30"	"NA"
"157...1157"	8	286469	286599	"CNAG_03186"	0	"+"	"STAT 30"	"NA"
"161...1158"	8	299359	299489	"CNAG_03190"	0	"+"	"EXPO 30"	"Broad"
"158...1159"	8	299359	299489	"CNAG_03190b"	0	"+"	"STAT 30"	"Broad"
"162...1160"	8	318047	318177	"CNAG_03198"	0	"+"	"EXPO 30"	"Broad"
"159...1161"	8	318047	318177	"CNAG_03198b"	0	"+"	"STAT 30"	"Broad"
"117...1162"	8	318047	318177	"CNAG_03198bc"	0	"+"	"EXPO 37"	"Broad"
"126...1163"	8	318047	318177	"CNAG_03198bcd"	0	"+"	"STAT 37"	"Broad"
"523...1164"	8	343806	343936	"CNAG_03205"	0	"-"	"EXPO 30"	"Broad"
"163...1165"	8	343879	344009	"CNAG_03206"	0	"+"	"EXPO 30"	"Sharp"
"127...1166"	8	343879	344009	"CNAG_03206b"	0	"+"	"STAT 37"	"NA"
"524...1167"	8	362187	362317	"CNAG_03213"	0	"-"	"EXPO 30"	"Sharp"
"507...1168"	8	362187	362317	"CNAG_03213b"	0	"-"	"STAT 30"	"Broad"
"396...1169"	8	362187	362317	"CNAG_03213bc"	0	"-"	"EXPO 37"	"Broad"
"420...1170"	8	362187	362317	"CNAG_03213bcd"	0	"-"	"STAT 37"	"Broad"
"508...1171"	8	380742	380872	"CNAG_03221"	0	"-"	"STAT 30"	"NA"
"421...1172"	8	380742	380872	"CNAG_03221b"	0	"-"	"STAT 37"	"NA"
"525...1173"	8	388909	389039	"CNAG_03225"	0	"-"	"EXPO 30"	"Sharp"
"509...1174"	8	388909	389039	"CNAG_03225b"	0	"-"	"STAT 30"	"Sharp"
"397...1175"	8	388909	389039	"CNAG_03225bc"	0	"-"	"EXPO 37"	"Sharp"
"422...1176"	8	388909	389039	"CNAG_03225bcd"	0	"-"	"STAT 37"	"Sharp"
"526...1177"	8	390747	390877	"CNAG_03226"	0	"-"	"EXPO 30"	"NA"
"510...1178"	8	390747	390877	"CNAG_03226b"	0	"-"	"STAT 30"	"Broad"
"511...1179"	8	398940	399070	"CNAG_03230"	0	"-"	"STAT 30"	"NA"
"423...1180"	8	435612	435742	"CNAG_03245"	0	"-"	"STAT 37"	"Broad"
"164...1181"	8	446668	446798	"CNAG_03249"	0	"+"	"EXPO 30"	"Broad"
"527...1182"	8	511412	511542	"CNAG_03260"	0	"-"	"EXPO 30"	"Broad"
"512...1183"	8	511410	511540	"CNAG_03260b"	0	"-"	"STAT 30"	"Broad"
"398...1184"	8	511412	511542	"CNAG_03260bc"	0	"-"	"EXPO 37"	"Broad"
"528...1185"	8	524379	524509	"CNAG_03266"	0	"-"	"EXPO 30"	"Broad"
"513...1186"	8	524373	524503	"CNAG_03266b"	0	"-"	"STAT 30"	"Broad"
"399...1187"	8	524373	524503	"CNAG_03266bc"	0	"-"	"EXPO 37"	"Broad"
"529...1188"	8	528608	528738	"CNAG_03268"	0	"-"	"EXPO 30"	"NA"
"514...1189"	8	528622	528752	"CNAG_03268b"	0	"-"	"STAT 30"	"NA"
"400...1190"	8	528622	528752	"CNAG_03268bc"	0	"-"	"EXPO 37"	"Sharp"
"424...1191"	8	528622	528752	"CNAG_03268bcd"	0	"-"	"STAT 37"	"Broad"
"515...1192"	8	532131	532261	"CNAG_03269"	0	"-"	"STAT 30"	"NA"
"425...1193"	8	532131	532261	"CNAG_03269b"	0	"-"	"STAT 37"	"Sharp"
"530...1194"	8	561195	561325	"CNAG_03281"	0	"-"	"EXPO 30"	"Sharp"
"516...1195"	8	561195	561325	"CNAG_03281b"	0	"-"	"STAT 30"	"Sharp"
"160...1196"	8	561324	561454	"CNAG_03282"	0	"+"	"STAT 30"	"NA"
"118...1197"	8	561342	561472	"CNAG_03282b"	0	"+"	"EXPO 37"	"NA"
"128...1198"	8	561342	561472	"CNAG_03282bc"	0	"+"	"STAT 37"	"NA"
"165...1199"	8	563287	563417	"CNAG_03283"	0	"+"	"EXPO 30"	"NA"
